GID	GENENAME
76643	ostta09g04080
76644	ostta09g04090
76645	ostta09g04100
76646	ostta09g04110
76647	ostta09g04120
76648	ostta09g04130
76649	ostta09g04140
76650	ostta09g04150
76651	ostta09g04160
76652	ostta09g04170
76653	ostta09g04180
76654	ostta09g04185
76655	ostta09g04190
76656	ostta09g04200
76657	ostta09g04210
76658	ostta09g04220
76659	ostta09g04230
76660	ostta09g04240
76661	ostta09g04250
76662	ostta09g04260
76663	ostta09g04270
76664	ostta09g04280
76665	ostta09g04290
76666	ostta09g04300
76667	ostta09g04310
76668	ostta09g04315
76669	ostta09g04320
76670	ostta09g04330
76671	ostta09g04340
76672	ostta09g04350
76673	ostta09g04360
76674	ostta09g04370
76675	ostta09g04380
76676	ostta09g04390
76677	ostta09g04400
76678	ostta09g04410
76679	ostta09g04420
76680	ostta09g04430
76681	ostta09g04440
76682	ostta09g04450
76683	ostta09g04460
76684	ostta09g04470
76685	ostta09g04480
76686	ostta09g04490
76687	ostta09g04500
76688	ostta09g04510
76689	ostta09g04520
76690	ostta09g04530
