TID	TRANSNAME
74436	ostta05g00640T0
74437	ostta05g00650T0
74438	ostta05g00660T0
74439	ostta05g00670T0
74440	ostta05g00680T0
74441	ostta05g00690T0
74442	ostta05g00700T0
74443	ostta05g00710T0
74444	ostta05g00720T0
74445	ostta05g00730T0
74446	ostta05g00740T0
74447	ostta05g00750T0
74448	ostta05g00760T0
74449	ostta05g00770T0
74450	ostta05g00780T0
74451	ostta05g00790T0
74452	ostta05g00800T0
74453	ostta05g00810T0
74454	ostta05g00820T0
74455	ostta05g00830T0
74456	ostta05g00840T0
74457	ostta05g00850T0
74458	ostta05g00860T0
74459	ostta05g00870T0
74460	ostta05g00880T0
74461	ostta05g00890T0
74462	ostta05g00900T0
74463	ostta05g00910T0
74464	ostta05g00920T0
74465	ostta05g00930T0
74466	ostta05g00940T0
74467	ostta05g00950T0
74468	ostta05g00960T0
74469	ostta05g00970T0
74470	ostta05g00980T0
74471	ostta05g00990T0
74472	ostta05g01000T0
74473	ostta05g01010T0
74474	ostta05g01020T0
74475	ostta05g01030T0
74476	ostta05g01040T0
74477	ostta05g01050T0
74478	ostta05g01055T0
74479	ostta05g01060T0
74480	ostta05g01070T0
74481	ostta05g01080T0
74482	ostta05g01090T0
74483	ostta05g01100T0
74484	ostta05g01110T0
74485	ostta05g01120T0
74486	ostta05g01130T0
74487	ostta05g01140T0
74488	ostta05g01150T0
74489	ostta05g01160T0
74490	ostta05g01170T0
74491	ostta05g01180T0
74492	ostta05g01190T0
74493	ostta05g01200T0
74494	ostta05g01210T0
74495	ostta05g01220T0
74496	ostta05g01230T0
74497	ostta05g01240T0
74498	ostta05g01250T0
74499	ostta05g01260T0
74500	ostta05g01270T0
74501	ostta05g01280T0
74502	ostta05g01290T0
74503	ostta05g01300T0
74504	ostta05g01310T0
74505	ostta05g01320T0
74506	ostta05g01330T0
74507	ostta05g01340T0
74508	ostta05g01350T0
74509	ostta05g01360T0
74510	ostta05g01370T0
74511	ostta05g01380T0
74512	ostta05g01390T0
74513	ostta05g01400T0
74514	ostta05g01410T0
74515	ostta05g01420T0
74516	ostta05g01430T0
74517	ostta05g01440T0
74518	ostta05g01450T0
74519	ostta05g01460T0
74520	ostta05g01470T0
74521	ostta05g01480T0
74522	ostta05g01490T0
74523	ostta05g01495T0
74524	ostta05g01500T0
74525	ostta05g01510T0
74526	ostta05g01520T0
74527	ostta05g01530T0
74528	ostta05g01550T0
74529	ostta05g01560T0
74530	ostta05g01570T0
74531	ostta05g01580T0
74532	ostta05g01590T0
74533	ostta05g01600T0
74534	ostta05g01610T0
74535	ostta05g01620T0
74536	ostta05g01630T0
74537	ostta05g01640T0
74538	ostta05g01650T0
74539	ostta05g01660T0
74540	ostta05g01670T0
74541	ostta05g01680T0
74542	ostta05g01690T0
74543	ostta05g01700T0
74544	ostta05g01710T0
74545	ostta05g01720T0
74546	ostta05g01730T0
74547	ostta05g01740T0
74548	ostta05g01750T0
74549	ostta05g01760T0
74550	ostta05g01770T0
74551	ostta05g01780T0
74552	ostta05g01790T0
74553	ostta05g01800T0
74554	ostta05g01810T0
74555	ostta05g01820T0
74556	ostta05g01830T0
74557	ostta05g01840T0
74558	ostta05g01850T0
74559	ostta05g01860T0
74560	ostta05g01870T0
74561	ostta05g01880T0
74562	ostta05g01890T0
74563	ostta05g01900T0
74564	ostta05g01910T0
74565	ostta05g01920T0
74566	ostta05g01930T0
74567	ostta05g01940T0
74568	ostta05g01950T0
74569	ostta05g01960T0
74570	ostta05g01970T0
74571	ostta05g01980T0
74572	ostta05g01990T0
74573	ostta05g02000T0
74574	ostta05g02010T0
74575	ostta05g02020T0
74576	ostta05g02030T0
74577	ostta05g02050T0
74578	ostta05g02060T0
74579	ostta05g02070T0
74580	ostta05g02080T0
74581	ostta05g02090T0
74582	ostta05g02100T0
74583	ostta05g02110T0
74584	ostta05g02120T0
74585	ostta05g02130T0
74586	ostta05g02140T0
74587	ostta05g02150T0
74588	ostta05g02160T0
74589	ostta05g02170T0
74590	ostta05g02180T0
74591	ostta05g02190T0
74592	ostta05g02200T0
74593	ostta05g02210T0
74594	ostta05g02220T0
74595	ostta05g02230T0
74596	ostta05g02235T0
74597	ostta05g02240T0
74598	ostta05g02250T0
74599	ostta05g02260T0
74600	ostta05g02270T0
74601	ostta05g02280T0
74602	ostta05g02290T0
74603	ostta05g02300T0
74604	ostta05g02310T0
74605	ostta05g02320T0
74606	ostta05g02330T0
74607	ostta05g02340T0
74608	ostta05g02350T0
74609	ostta05g02360T0
74610	ostta05g02370T0
74611	ostta05g02380T0
74612	ostta05g02390T0
74613	ostta05g02400T0
74614	ostta05g02410T0
74615	ostta05g02418T0
74616	ostta05g02420T0
74617	ostta05g02422T0
74618	ostta05g02426T0
74619	ostta05g02430T0
74620	ostta05g02440T0
74621	ostta05g02450T0
74622	ostta05g02460T0
74623	ostta05g02470T0
74624	ostta05g02480T0
74625	ostta05g02490T0
74626	ostta05g02500T0
74627	ostta05g02510T0
74628	ostta05g02520T0
74629	ostta05g02530T0
74630	ostta05g02540T0
74631	ostta05g02550T0
74632	ostta05g02560T0
74633	ostta05g02570T0
74634	ostta05g02580T0
74635	ostta05g02590T0
74636	ostta05g02600T0
74637	ostta05g02610T0
74638	ostta05g02620T0
74639	ostta05g02630T0
74640	ostta05g02640T0
74641	ostta05g02650T0
74642	ostta05g02660T0
74643	ostta05g02665T0
74644	ostta05g02670T0
74645	ostta05g02680T0
74646	ostta05g02690T0
74647	ostta05g02700T0
74648	ostta05g02710T0
74649	ostta05g02720T0
74650	ostta05g02730T0
74651	ostta05g02740T0
74652	ostta05g02750T0
74653	ostta05g02760T0
74654	ostta05g02770T0
74655	ostta05g02780T0
74656	ostta05g02790T0
74657	ostta05g02800T0
74658	ostta05g02810T0
74659	ostta05g02820T0
74660	ostta05g02830T0
74661	ostta05g02840T0
74662	ostta05g02845T0
74663	ostta05g02850T0
74664	ostta05g02860T0
74665	ostta05g02870T0
74666	ostta05g02880T0
74667	ostta05g02890T0
74668	ostta05g02900T0
74669	ostta05g02910T0
74670	ostta05g02920T0
74671	ostta05g02930T0
74672	ostta05g02940T0
74673	ostta05g02950T0
74674	ostta05g02960T0
74675	ostta05g02970T0
74676	ostta05g02975T0
74677	ostta05g02980T0
74678	ostta05g02990T0
74679	ostta05g03000T0
74680	ostta05g03010T0
74681	ostta05g03020T0
74682	ostta05g03030T0
74683	ostta05g03040T0
74684	ostta05g03050T0
74685	ostta05g03060T0
74686	ostta05g03070T0
74687	ostta05g03080T0
74688	ostta05g03090T0
74689	ostta05g03100T0
74690	ostta05g03110T0
74691	ostta05g03120T0
74692	ostta05g03130T0
74693	ostta05g03140T0
74694	ostta05g03150T0
74695	ostta05g03160T0
74696	ostta05g03170T0
74697	ostta05g03180T0
74698	ostta05g03190T0
74699	ostta05g03200T0
74700	ostta05g03210T0
74701	ostta05g03220T0
74702	ostta05g03230T0
74703	ostta05g03240T0
74704	ostta05g03250T0
74705	ostta05g03260T0
74706	ostta05g03270T0
74707	ostta05g03280T0
74708	ostta05g03290T0
74709	ostta05g03300T0
74710	ostta05g03310T0
74711	ostta05g03320T0
74712	ostta05g03330T0
74713	ostta05g03340T0
74714	ostta05g03350T0
74715	ostta05g03360T0
74716	ostta05g03370T0
74717	ostta05g03380T0
74718	ostta05g03390T0
74719	ostta05g03400T0
74720	ostta05g03405T0
74721	ostta05g03410T0
74722	ostta05g03420T0
74723	ostta05g03430T0
74724	ostta05g03460T0
74725	ostta05g03470T0
74726	ostta05g03480T0
74727	ostta05g03490T0
74728	ostta05g03500T0
74729	ostta05g03510T0
74730	ostta05g03520T0
74731	ostta05g03530T0
74732	ostta05g03540T0
74733	ostta05g03550T0
74734	ostta05g03560T0
74735	ostta05g03570T0
74736	ostta05g03580T0
74737	ostta05g03590T0
74738	ostta05g03600T0
74739	ostta05g03610T0
74740	ostta05g03620T0
74741	ostta05g03630T0
74742	ostta05g03640T0
74743	ostta05g03650T0
74744	ostta05g03660T0
74745	ostta05g03670T0
74746	ostta05g03680T0
74747	ostta05g03690T0
74748	ostta05g03700T0
74749	ostta05g03710T0
74750	ostta05g03720T0
74751	ostta05g03730T0
74752	ostta05g03740T0
74753	ostta05g03750T0
74754	ostta05g03760T0
74755	ostta05g03770T0
74756	ostta05g03780T0
74757	ostta05g03790T0
74758	ostta05g03800T0
74759	ostta05g03810T0
74760	ostta05g03820T0
74761	ostta05g03830T0
74762	ostta05g03840T0
74763	ostta05g03850T0
74764	ostta05g03860T0
74765	ostta05g03870T0
74766	ostta05g03880T0
74767	ostta05g03890T0
74768	ostta05g03900T0
74769	ostta05g03910T0
74770	ostta05g03920T0
74771	ostta05g03930T0
74772	ostta05g03940T0
74773	ostta05g03950T0
74774	ostta05g03960T0
74775	ostta05g03970T0
74776	ostta05g03980T0
74777	ostta05g03990T0
74778	ostta05g04000T0
74779	ostta05g04010T0
74780	ostta05g04020T0
74781	ostta05g04030T0
74782	ostta05g04040T0
74783	ostta05g04050T0
74784	ostta05g04060T0
74785	ostta05g04070T0
74786	ostta05g04080T0
74787	ostta05g04090T0
74788	ostta05g04100T0
74789	ostta05g04110T0
74790	ostta05g04120T0
74791	ostta05g04130T0
74792	ostta05g04140T0
74793	ostta05g04150T0
74794	ostta05g04160T0
74795	ostta05g04170T0
74796	ostta05g04180T0
74797	ostta05g04190T0
74798	ostta05g04200T0
74799	ostta05g04210T0
74800	ostta05g04220T0
74801	ostta05g04230T0
74802	ostta05g04240T0
74803	ostta05g04250T0
74804	ostta05g04260T0
74805	ostta05g04270T0
74806	ostta05g04280T0
74807	ostta05g04290T0
74808	ostta05g04300T0
74809	ostta05g04310T0
74810	ostta05g04320T0
74811	ostta05g04330T0
74812	ostta05g04340T0
74813	ostta05g04350T0
74814	ostta05g04360T0
74815	ostta05g04365T0
74816	ostta05g04370T0
74817	ostta05g04380T0
74818	ostta05g04390T0
74819	ostta05g04400T0
74820	ostta05g04410T0
74821	ostta05g04415T0
74822	ostta05g04420T0
74823	ostta05g04430T0
74824	ostta05g04440T0
74825	ostta05g04450T0
74826	ostta05g04460T0
74827	ostta05g04470T0
74828	ostta05g04480T0
74829	ostta05g04490T0
74830	ostta05g04500T0
74831	ostta05g04510T0
74832	ostta05g04520T0
74833	ostta05g04530T0
74834	ostta05g04540T0
74835	ostta05g04550T0
74836	ostta05g04560T0
74837	ostta05g04570T0
74838	ostta05g04580T0
74839	ostta05g04590T0
74840	ostta05g04600T0
74841	ostta05g04610T0
74842	ostta05g04620T0
74843	ostta05g04630T0
74844	ostta05g04640T0
74845	ostta05g04650T0
74846	ostta05g04660T0
74847	ostta05g04670T0
74848	ostta05g04680T0
74849	ostta05g04690T0
74850	ostta05g04700T0
74851	ostta05g04710T0
74852	ostta05g04720T0
74853	ostta05g04730T0
74854	ostta05g04740T0
74855	ostta05g04750T0
74856	ostta05g04760T0
74857	ostta05g04770T0
74858	ostta05g04780T0
74859	ostta05g04790T0
74860	ostta05g04800T0
74861	ostta05g04810T0
74862	ostta05g04820T0
74863	ostta05g04830T0
74864	ostta05g04840T0
74865	ostta05g04850T0
74866	ostta05g04860T0
74867	ostta05g04870T0
74868	ostta05g04880T0
74869	ostta05g04885T0
74870	ostta05g04890T0
74871	ostta05g04900T0
74872	ostta05g04910T0
74873	ostta05g04920T0
74874	ostta05g04930T0
74875	ostta05g04940T0
74876	ostta05g04950T0
74877	ostta05g04960T0
74878	ostta05g04970T0
74879	ostta05g04980T0
74880	ostta05g04990T0
74881	ostta05g05000T0
74882	ostta05g05010T0
74883	ostta05g05020T0
74884	ostta06g00010T0
74885	ostta06g00020T0
74886	ostta06g00030T0
74887	ostta06g00040T0
74888	ostta06g00050T0
74889	ostta06g00055T0
74890	ostta06g00060T0
74891	ostta06g00070T0
74892	ostta06g00075T0
74893	ostta06g00080T0
74894	ostta06g00090T0
74895	ostta06g00100T0
74896	ostta06g00110T0
74897	ostta06g00120T0
74898	ostta06g00130T0
74899	ostta06g00135T0
74900	ostta06g00140T0
74901	ostta06g00150T0
74902	ostta06g00160T0
74903	ostta06g00170T0
74904	ostta06g00180T0
74905	ostta06g00190T0
74906	ostta06g00200T0
74907	ostta06g00210T0
74908	ostta06g00220T0
74909	ostta06g00230T0
74910	ostta06g00240T0
74911	ostta06g00250T0
74912	ostta06g00260T0
74913	ostta06g00270T0
74914	ostta06g00280T0
74915	ostta06g00290T0
74916	ostta06g00300T0
74917	ostta06g00310T0
74918	ostta06g00320T0
74919	ostta06g00330T0
74920	ostta06g00340T0
74921	ostta06g00350T0
74922	ostta06g00360T0
74923	ostta06g00370T0
74924	ostta06g00380T0
74925	ostta06g00390T0
74926	ostta06g00400T0
74927	ostta06g00410T0
74928	ostta06g00420T0
74929	ostta06g00430T0
74930	ostta06g00440T0
74931	ostta06g00450T0
74932	ostta06g00460T0
74933	ostta06g00470T0
74934	ostta06g00480T0
74935	ostta06g00490T0
74936	ostta06g00500T0
74937	ostta06g00510T0
74938	ostta06g00520T0
74939	ostta06g00530T0
74940	ostta06g00540T0
74941	ostta06g00550T0
74942	ostta06g00560T0
74943	ostta06g00570T0
74944	ostta06g00580T0
74945	ostta06g00590T0
74946	ostta06g00610T0
74947	ostta06g00620T0
74948	ostta06g00630T0
74949	ostta06g00640T0
74950	ostta06g00650T0
74951	ostta06g00660T0
74952	ostta06g00670T0
74953	ostta06g00680T0
74954	ostta06g00690T0
74955	ostta06g00700T0
74956	ostta06g00710T0
74957	ostta06g00720T0
74958	ostta06g00730T0
74959	ostta06g00740T0
74960	ostta06g00760T0
74961	ostta06g00765T0
74962	ostta06g00770T0
74963	ostta06g00780T0
74964	ostta06g00790T0
74965	ostta06g00830T0
74966	ostta06g00840T0
74967	ostta06g00850T0
74968	ostta06g00860T0
74969	ostta06g00870T0
74970	ostta06g00880T0
74971	ostta06g00890T0
74972	ostta06g00900T0
74973	ostta06g00910T0
74974	ostta06g00920T0
74975	ostta06g00930T0
74976	ostta06g00940T0
74977	ostta06g00945T0
74978	ostta06g00950T0
74979	ostta06g00960T0
74980	ostta06g00970T0
74981	ostta06g00980T0
74982	ostta06g00990T0
74983	ostta06g01000T0
74984	ostta06g01010T0
74985	ostta06g01020T0
74986	ostta06g01030T0
74987	ostta06g01040T0
74988	ostta06g01050T0
74989	ostta06g01060T0
74990	ostta06g01070T0
74991	ostta06g01080T0
74992	ostta06g01090T0
74993	ostta06g01100T0
74994	ostta06g01110T0
74995	ostta06g01120T0
74996	ostta06g01130T0
74997	ostta06g01140T0
74998	ostta06g01150T0
74999	ostta06g01170T0
75000	ostta06g01180T0
75001	ostta06g01190T0
75002	ostta06g01200T0
75003	ostta06g01210T0
75004	ostta06g01220T0
75005	ostta06g01230T0
75006	ostta06g01240T0
75007	ostta06g01250T0
75008	ostta06g01260T0
75009	ostta06g01270T0
75010	ostta06g01280T0
75011	ostta06g01290T0
75012	ostta06g01300T0
75013	ostta06g01310T0
75014	ostta06g01320T0
75015	ostta06g01330T0
75016	ostta06g01340T0
75017	ostta06g01350T0
75018	ostta06g01360T0
75019	ostta06g01370T0
75020	ostta06g01380T0
75021	ostta06g01390T0
75022	ostta06g01400T0
75023	ostta06g01410T0
75024	ostta06g01420T0
75025	ostta06g01430T0
75026	ostta06g01440T0
75027	ostta06g01450T0
75028	ostta06g01460T0
75029	ostta06g01470T0
75030	ostta06g01480T0
75031	ostta06g01490T0
75032	ostta06g01500T0
75033	ostta06g01510T0
75034	ostta06g01520T0
75035	ostta06g01530T0
75036	ostta06g01540T0
75037	ostta06g01550T0
75038	ostta06g01560T0
75039	ostta06g01570T0
75040	ostta06g01580T0
75041	ostta06g01590T0
75042	ostta06g01600T0
75043	ostta06g01610T0
75044	ostta06g01620T0
75045	ostta06g01630T0
75046	ostta06g01640T0
75047	ostta06g01650T0
75048	ostta06g01660T0
75049	ostta06g01670T0
75050	ostta06g01680T0
75051	ostta06g01690T0
75052	ostta06g01700T0
75053	ostta06g01710T0
75054	ostta06g01720T0
75055	ostta06g01730T0
75056	ostta06g01740T0
75057	ostta06g01750T0
75058	ostta06g01760T0
75059	ostta06g01770T0
75060	ostta06g01780T0
75061	ostta06g01790T0
75062	ostta06g01800T0
75063	ostta06g01810T0
75064	ostta06g01820T0
75065	ostta06g01830T0
75066	ostta06g01840T0
75067	ostta06g01850T0
75068	ostta06g01860T0
75069	ostta06g01870T0
75070	ostta06g01880T0
75071	ostta06g01890T0
75072	ostta06g01900T0
75073	ostta06g01910T0
75074	ostta06g01920T0
75075	ostta06g01930T0
75076	ostta06g01940T0
75077	ostta06g01950T0
75078	ostta06g01955T0
75079	ostta06g01960T0
75080	ostta06g01970T0
75081	ostta06g01980T0
75082	ostta06g01990T0
75083	ostta06g02000T0
75084	ostta06g02010T0
75085	ostta06g02020T0
75086	ostta06g02030T0
75087	ostta06g02040T0
75088	ostta06g02050T0
75089	ostta06g02060T0
75090	ostta06g02070T0
75091	ostta06g02080T0
75092	ostta06g02090T0
75093	ostta06g02100T0
75094	ostta06g02110T0
75095	ostta06g02120T0
75096	ostta06g02130T0
75097	ostta06g02140T0
75098	ostta06g02150T0
75099	ostta06g02160T0
75100	ostta06g02170T0
75101	ostta06g02180T0
75102	ostta06g02190T0
75103	ostta06g02200T0
75104	ostta06g02210T0
75105	ostta06g02220T0
75106	ostta06g02230T0
75107	ostta06g02240T0
75108	ostta06g02250T0
75109	ostta06g02260T0
75110	ostta06g02270T0
75111	ostta06g02280T0
75112	ostta06g02290T0
75113	ostta06g02300T0
75114	ostta06g02310T0
75115	ostta06g02320T0
75116	ostta06g02330T0
75117	ostta06g02340T0
75118	ostta06g02350T0
75119	ostta06g02360T0
75120	ostta06g02370T0
75121	ostta06g02380T0
75122	ostta06g02390T0
75123	ostta06g02400T0
75124	ostta06g02410T0
75125	ostta06g02420T0
75126	ostta06g02430T0
75127	ostta06g02440T0
75128	ostta06g02450T0
75129	ostta06g02460T0
75130	ostta06g02470T0
75131	ostta06g02480T0
75132	ostta06g02490T0
75133	ostta06g02500T0
75134	ostta06g02510T0
75135	ostta06g02520T0
75136	ostta06g02530T0
75137	ostta06g02540T0
75138	ostta06g02550T0
75139	ostta06g02560T0
75140	ostta06g02570T0
75141	ostta06g02580T0
75142	ostta06g02590T0
75143	ostta06g02600T0
75144	ostta06g02605T0
75145	ostta06g02610T0
75146	ostta06g02615T0
75147	ostta06g02620T0
75148	ostta06g02630T0
75149	ostta06g02640T0
75150	ostta06g02650T0
75151	ostta06g02660T0
75152	ostta06g02670T0
75153	ostta06g02680T0
75154	ostta06g02685T0
75155	ostta06g02690T0
75156	ostta06g02700T0
75157	ostta06g02710T0
75158	ostta06g02720T0
75159	ostta06g02730T0
75160	ostta06g02740T0
75161	ostta06g02750T0
75162	ostta06g02760T0
75163	ostta06g02770T0
75164	ostta06g02780T0
75165	ostta06g02790T0
75166	ostta06g02800T0
75167	ostta06g02810T0
75168	ostta06g02820T0
75169	ostta06g02830T0
75170	ostta06g02840T0
75171	ostta06g02850T0
75172	ostta06g02860T0
75173	ostta06g02870T0
75174	ostta06g02880T0
75175	ostta06g02890T0
75176	ostta06g02900T0
75177	ostta06g02910T0
75178	ostta06g02920T0
75179	ostta06g02930T0
75180	ostta06g02940T0
75181	ostta06g02960T0
75182	ostta06g02970T0
75183	ostta06g02980T0
75184	ostta06g02990T0
75185	ostta06g03000T0
75186	ostta06g03010T0
75187	ostta06g03020T0
75188	ostta06g03030T0
75189	ostta06g03040T0
75190	ostta06g03050T0
75191	ostta06g03060T0
75192	ostta06g03070T0
75193	ostta06g03080T0
75194	ostta06g03090T0
75195	ostta06g03100T0
75196	ostta06g03110T0
75197	ostta06g03120T0
75198	ostta06g03130T0
75199	ostta06g03140T0
75200	ostta06g03150T0
75201	ostta06g03160T0
75202	ostta06g03170T0
75203	ostta06g03180T0
75204	ostta06g03190T0
75205	ostta06g03200T0
75206	ostta06g03210T0
75207	ostta06g03220T0
75208	ostta06g03230T0
75209	ostta06g03240T0
75210	ostta06g03250T0
75211	ostta06g03260T0
75212	ostta06g03270T0
75213	ostta06g03280T0
75214	ostta06g03290T0
75215	ostta06g03300T0
75216	ostta06g03310T0
75217	ostta06g03320T0
75218	ostta06g03325T0
75219	ostta06g03332T0
75220	ostta06g03340T0
75221	ostta06g03350T0
75222	ostta06g03360T0
75223	ostta06g03370T0
75224	ostta06g03380T0
75225	ostta06g03390T0
75226	ostta06g03400T0
75227	ostta06g03410T0
75228	ostta06g03420T0
75229	ostta06g03425T0
75230	ostta06g03430T0
75231	ostta06g03440T0
75232	ostta06g03450T0
75233	ostta06g03460T0
75234	ostta06g03465T0
75235	ostta06g03470T0
75236	ostta06g03480T0
75237	ostta06g03490T0
75238	ostta06g03500T0
75239	ostta06g03510T0
75240	ostta06g03520T0
75241	ostta06g03530T0
75242	ostta06g03540T0
75243	ostta06g03550T0
75244	ostta06g03560T0
75245	ostta06g03570T0
75246	ostta06g03580T0
75247	ostta06g03590T0
75248	ostta06g03620T0
75249	ostta06g03630T0
75250	ostta06g03640T0
75251	ostta06g03650T0
75252	ostta06g03660T0
75253	ostta06g03670T0
75254	ostta06g03680T0
75255	ostta06g03690T0
75256	ostta06g03700T0
75257	ostta06g03710T0
75258	ostta06g03720T0
75259	ostta06g03730T0
75260	ostta06g03740T0
75261	ostta06g03750T0
75262	ostta06g03760T0
75263	ostta06g03770T0
75264	ostta06g03780T0
75265	ostta06g03790T0
75266	ostta06g03800T0
75267	ostta06g03810T0
75268	ostta06g03820T0
75269	ostta06g03830T0
75270	ostta06g03840T0
75271	ostta06g03850T0
75272	ostta06g03860T0
75273	ostta06g03870T0
75274	ostta06g03880T0
75275	ostta06g03890T0
75276	ostta06g03900T0
75277	ostta06g03910T0
75278	ostta06g03920T0
75279	ostta06g03930T0
75280	ostta06g03940T0
75281	ostta06g03950T0
75282	ostta06g03960T0
75283	ostta06g03970T0
75284	ostta06g03980T0
75285	ostta06g03990T0
75286	ostta06g04000T0
75287	ostta06g04010T0
75288	ostta06g04020T0
75289	ostta06g04030T0
75290	ostta06g04040T0
75291	ostta06g04050T0
75292	ostta06g04060T0
75293	ostta06g04070T0
75294	ostta06g04080T0
75295	ostta06g04090T0
75296	ostta06g04100T0
75297	ostta06g04110T0
75298	ostta06g04120T0
75299	ostta06g04130T0
75300	ostta06g04140T0
75301	ostta06g04150T0
75302	ostta06g04160T0
75303	ostta06g04170T0
75304	ostta06g04180T0
75305	ostta06g04190T0
75306	ostta06g04200T0
75307	ostta06g04210T0
75308	ostta06g04220T0
75309	ostta06g04230T0
75310	ostta06g04240T0
75311	ostta06g04250T0
75312	ostta06g04260T0
75313	ostta06g04270T0
75314	ostta06g04280T0
75315	ostta06g04290T0
75316	ostta06g04300T0
75317	ostta06g04310T0
75318	ostta06g04320T0
75319	ostta06g04330T0
75320	ostta06g04340T0
75321	ostta06g04345T0
75322	ostta06g04347T0
75323	ostta06g04350T0
75324	ostta06g04360T0
75325	ostta06g04370T0
75326	ostta06g04380T0
75327	ostta06g04390T0
75328	ostta06g04400T0
75329	ostta06g04420T0
75330	ostta06g04430T0
75331	ostta06g04440T0
75332	ostta06g04450T0
75333	ostta06g04460T0
75334	ostta06g04470T0
75335	ostta06g04480T0
75336	ostta06g04490T0
75337	ostta06g04500T0
75338	ostta06g04510T0
75339	ostta06g04520T0
75340	ostta06g04530T0
75341	ostta06g04540T0
75342	ostta06g04550T0
75343	ostta06g04560T0
75344	ostta06g04570T0
75345	ostta06g04580T0
75346	ostta06g04590T0
75347	ostta06g04600T0
75348	ostta06g04610T0
75349	ostta06g04620T0
75350	ostta06g04630T0
75351	ostta07g00010T0
75352	ostta07g00015T0
75353	ostta07g00020T0
75354	ostta07g00030T0
75355	ostta07g00040T0
75356	ostta07g00050T0
75357	ostta07g00060T0
75358	ostta07g00070T0
75359	ostta07g00080T0
75360	ostta07g00090T0
75361	ostta07g00100T0
75362	ostta07g00110T0
75363	ostta07g00120T0
75364	ostta07g00130T0
75365	ostta07g00140T0
75366	ostta07g00150T0
75367	ostta07g00160T0
75368	ostta07g00170T0
75369	ostta07g00190T0
75370	ostta07g00200T0
75371	ostta07g00210T0
75372	ostta07g00220T0
75373	ostta07g00230T0
75374	ostta07g00240T0
75375	ostta07g00250T0
75376	ostta07g00260T0
75377	ostta07g00270T0
75378	ostta07g00280T0
75379	ostta07g00290T0
75380	ostta07g00320T0
75381	ostta07g00330T0
75382	ostta07g00335T0
75383	ostta07g00340T0
75384	ostta07g00350T0
75385	ostta07g00360T0
75386	ostta07g00370T0
75387	ostta07g00380T0
75388	ostta07g00385T0
75389	ostta07g00390T0
75390	ostta07g00400T0
75391	ostta07g00410T0
75392	ostta07g00420T0
75393	ostta07g00430T0
75394	ostta07g00440T0
75395	ostta07g00450T0
75396	ostta07g00470T0
75397	ostta07g00480T0
75398	ostta07g00490T0
75399	ostta07g00500T0
75400	ostta07g00510T0
75401	ostta07g00520T0
75402	ostta07g00530T0
75403	ostta07g00540T0
75404	ostta07g00550T0
75405	ostta07g00560T0
75406	ostta07g00570T0
75407	ostta07g00580T0
75408	ostta07g00590T0
75409	ostta07g00600T0
75410	ostta07g00610T0
75411	ostta07g00620T0
75412	ostta07g00630T0
75413	ostta07g00640T0
75414	ostta07g00650T0
75415	ostta07g00655T0
75416	ostta07g00660T0
75417	ostta07g00670T0
75418	ostta07g00680T0
75419	ostta07g00690T0
75420	ostta07g00700T0
75421	ostta07g00710T0
75422	ostta07g00720T0
75423	ostta07g00730T0
75424	ostta07g00740T0
75425	ostta07g00750T0
75426	ostta07g00760T0
75427	ostta07g00770T0
75428	ostta07g00780T0
75429	ostta07g00790T0
75430	ostta07g00800T0
75431	ostta07g00810T0
75432	ostta07g00820T0
75433	ostta07g00830T0
75434	ostta07g00840T0
75435	ostta07g00850T0
75436	ostta07g00860T0
75437	ostta07g00870T0
75438	ostta07g00880T0
75439	ostta07g00890T0
75440	ostta07g00900T0
75441	ostta07g00910T0
75442	ostta07g00920T0
75443	ostta07g00930T0
75444	ostta07g00940T0
75445	ostta07g00950T0
75446	ostta07g00960T0
75447	ostta07g00970T0
75448	ostta07g00980T0
75449	ostta07g00990T0
75450	ostta07g01000T0
75451	ostta07g01010T0
75452	ostta07g01020T0
75453	ostta07g01030T0
75454	ostta07g01040T0
75455	ostta07g01050T0
75456	ostta07g01060T0
75457	ostta07g01070T0
75458	ostta07g01080T0
75459	ostta07g01090T0
75460	ostta07g01100T0
75461	ostta07g01110T0
75462	ostta07g01120T0
75463	ostta07g01130T0
75464	ostta07g01140T0
75465	ostta07g01150T0
75466	ostta07g01160T0
75467	ostta07g01170T0
75468	ostta07g01175T0
75469	ostta07g01180T0
75470	ostta07g01190T0
75471	ostta07g01200T0
75472	ostta07g01205T0
75473	ostta07g01210T0
75474	ostta07g01220T0
75475	ostta07g01230T0
75476	ostta07g01250T0
75477	ostta07g01260T0
75478	ostta07g01270T0
75479	ostta07g01280T0
75480	ostta07g01285T0
75481	ostta07g01290T0
75482	ostta07g01300T0
75483	ostta07g01310T0
75484	ostta07g01320T0
75485	ostta07g01330T0
75486	ostta07g01340T0
75487	ostta07g01350T0
75488	ostta07g01360T0
75489	ostta07g01370T0
75490	ostta07g01380T0
75491	ostta07g01390T0
75492	ostta07g01400T0
75493	ostta07g01410T0
75494	ostta07g01420T0
75495	ostta07g01430T0
75496	ostta07g01435T0
75497	ostta07g01440T0
75498	ostta07g01450T0
75499	ostta07g01460T0
75500	ostta07g01470T0
75501	ostta07g01480T0
75502	ostta07g01490T0
75503	ostta07g01500T0
75504	ostta07g01510T0
75505	ostta07g01520T0
75506	ostta07g01530T0
75507	ostta07g01540T0
75508	ostta07g01550T0
75509	ostta07g01560T0
75510	ostta07g01570T0
75511	ostta07g01575T0
